customerid,namestyle,title,firstname,middlename,lastname,suffix,companyname,salesperson,emailaddress,phone,passwordhash,passwordsalt,rowguid,modifieddate
29774,False,Mr.,Darren,None,Gehring,None,Journey Sporting Goods,adventure-works\jillian0,darren0@adventure-works.com,417-555-0182,kqptixZ7LqTuOKcc7ylpabWrgWr5BDXa2fpkDxEwaCY=,Xe7grug=,244b87ff-cd2f-4993-913e-685bfc4add83,2005-08-01 00:00:00
29775,False,Mr.,Jim,None,Geist,None,Two Bike Shops,adventure-works\pamela0,jim1@adventure-works.com,724-555-0161,cvqeC4fJcKwJ9jlluiWvK5/MyuSi8neLnjFDGdvzJy4=,ot8WcXk=,a305bdd1-9295-4f69-9d6f-44df37b99e21,2006-09-01 00:00:00
29776,False,Ms.,Barbara,J.,German,None,Cycles Wholesaler & Mfg.,adventure-works\jae0,barbara4@adventure-works.com,1 (11) 500 555-0181,2Pyd3S3Os61yt+lfSjMgSDNwT1LL4Qs51m1ob42We40=,Jvsxxrg=,94389425-d35b-4f7b-a116-ca067050b8d5,2007-07-01 00:00:00
29778,False,Mr.,Leo,None,Giakoumakis,None,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,x78xcW0FvKo3V2RvMGf37bcWhb50vMZ22IuaZcu+qmM=,abrUsFg=,6acc4810-dddf-4202-9daa-8261b2ffe2c6,2006-07-01 00:00:00
29780,False,Mr.,Frances,J.,Giglio,None,Standard Bikes,adventure-works\josé1,frances1@adventure-works.com,692-555-0136,Vf9lyf+xKSbSXq9yAcMEF9niZm29wvPV9e9dU9sYQVc=,6ansEQA=,cb6d6a16-6722-457b-94bf-03f5cac268a3,2006-08-01 00:00:00
29781,False,Mr.,Guy,None,Gilbert,None,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,68835187-35c9-4c57-a0cf-cb9eb2e713d7,2006-09-01 00:00:00
29782,False,Ms.,Janet,J.,Gilliat,None,Active Systems,adventure-works\jillian0,janet2@adventure-works.com,521-555-0183,TYrGU6N0naplzEIsTHgR53UnASh8dXOYxTYOdOrI6Fo=,k1FFTeE=,a96f3b09-7114-4335-93b5-35463f4d4063,2006-07-01 00:00:00
29783,False,Ms.,Mary,M.,Gimmi,None,Futuristic Sport Distributors,adventure-works\shu0,mary6@adventure-works.com,149-555-0196,mcO7vvh7FSdCS9FFgyEhwIHXKbrBkeYmcgksFie8Jzk=,S640434=,805255fb-6c18-45ae-88f3-c70d3d9f04cd,2006-07-01 00:00:00
29784,False,Ms.,Jeanie,R.,Glenn,PhD,Big-Time Bike Store,adventure-works\shu0,jeanie0@adventure-works.com,669-555-0149,JFHzZpLu5HeGe//DMA9vbqFc0yeYRjrW7ItGAnDHMhk=,dUASILc=,45f0a45d-6ec0-4f4c-a5ab-00b128af62fd,2006-08-01 00:00:00
29785,False,Ms.,Diane,R.,Glimp,None,The Showroom,adventure-works\josé1,diane3@adventure-works.com,898-555-0137,kz7kmFKpPYor30M8eaO3PAziuYa/bYqwcKomnP2NlxU=,s9kzXNA=,0c3ef14a-932c-45f0-8b28-5867136c07ba,2005-11-01 00:00:00
29787,False,Mr.,Scott,None,Gode,None,Year-Round Sports,adventure-works\david8,scott4@adventure-works.com,164-555-0145,GkzDDuB6pTaET7MyM3Kpgh+sP0JyO6EvZnbS4ep3kEg=,3CEircg=,1a5a9944-00ed-40b0-8193-1cc44ecc390a,2005-08-01 00:00:00
29788,False,Mr.,Mete,None,Goktepe,None,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,cIKsu790VaU1891IzLoO2agtT2vvaOXkL3puAV90Zro=,7erbA0k=,32d1fab8-b86b-4c09-8140-e169af24850c,2005-12-01 00:00:00
29789,False,Mr.,Brian,R,Goldstein,None,Primary Bike Distributors,adventure-works\garrett1,brian4@adventure-works.com,495-555-0161,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,30b8d273-0502-4641-aabd-ff4097f0b9d1,2005-08-01 00:00:00
29792,False,Ms.,Abigail,J.,Gonzalez,None,Genial Bike Associates,adventure-works\jillian0,abigail0@adventure-works.com,121-555-0139,h5QUx4zv/ilF+lJ6Pgsyd5OP92KaOJDXklOB6qbWskk=,kAdG4pM=,656b9f38-ec67-459a-b467-e2119d0504d0,2006-08-01 00:00:00
29793,False,Mr.,Michael,None,Graff,None,Commercial Sporting Goods,adventure-works\shu0,michael16@adventure-works.com,132-555-0150,NRM1BXnt0/4EDaPuM5qday+BOZANEisKCyGGQqJxXpY=,ewV5lII=,07beba09-2ceb-434b-a9a5-eb864c0e88d2,2006-09-01 00:00:00
29794,False,Mr.,Derek,None,Graham,None,Wholesale Parts,adventure-works\josé1,derek0@adventure-works.com,674-555-0187,FJJVccEFyVV8NubSxOFblRtnKqQD221f9AT9xxYTOUA=,8ju6sOA=,672d41a8-2f15-474a-ad2f-934e2bda6a4b,2005-08-01 00:00:00
29796,False,Mr.,Jon,None,Grande,None,Riding Cycles,adventure-works\jae0,jon1@adventure-works.com,1 (11) 500 555-0114,26rwIeR9oyfo+P6lodeASP/MAC2/tdKFbmFVC5uBRmA=,83inWt0=,a580dd97-441a-4cf8-9d9e-7e1ebe6cec43,2007-09-01 00:00:00
29797,False,Ms.,Jane,P.,Greer,None,Metro Manufacturing,adventure-works\josé1,jane2@adventure-works.com,737-555-0163,gCWE10xc3haq9E82Ksvg2GS6WBBD0H0ZF25YAS0CfJ8=,qxbTTkE=,c96f6ac7-eece-4218-8b74-8607255f5cf9,2006-08-01 00:00:00
29799,False,Mr.,Douglas,None,Groncki,None,Locks Company,adventure-works\shu0,douglas2@adventure-works.com,385-555-0140,J9nhrWh6kpc/dGBkN7HRxrrbquy1Rit9UMPv9rbYjBs=,KiAAI5M=,93813c3c-ddbd-4cea-814d-2aeae1483709,2007-09-01 00:00:00
29800,False,Mr.,Brian,None,Groth,None,Latest Accessories Sales,adventure-works\david8,brian5@adventure-works.com,461-555-0118,tbk7TwAC5jsqEhFRRIhnL9kPBoTy3XS+EjlReKVp5mw=,hpOsvJU=,f9c425cc-9dc8-468c-ac9d-6d7170c46cac,2006-08-01 00:00:00
29803,False,Ms.,Hattie,J.,Haemon,None,Greater Bike Store,adventure-works\josé1,hattie0@adventure-works.com,141-555-0172,RLemw98UkhyklI9z6Kx01t3fpE6z6E9v5GdRReTdOIY=,8n38uVg=,de649d6b-0f40-4170-a584-4af87df50083,2005-09-01 00:00:00
29805,False,Ms.,Erin,M.,Hagens,None,Distant Inn,adventure-works\shu0,erin1@adventure-works.com,244-555-0127,92Sfw/bl0dUJO9SAfoKn452VJcstSo2lgAbSPk97nRA=,8soIcx8=,3e2cc8af-269e-4554-b536-c3cf0e8e8995,2006-07-01 00:00:00
29806,False,Ms.,Betty,M.,Haines,None,Finer Mart,adventure-works\david8,betty0@adventure-works.com,867-555-0114,Q/nGAVzOO1ZT/4+BQ1kwltqQyzycLA2GGmDmBBxLMnM=,6IvcbVg=,1dfc1abb-ac04-4940-8882-2231b67208fa,2007-09-01 00:00:00
29807,False,Mr.,Bryan,None,Hamilton,None,Cross-Country Riding Supplies,adventure-works\josé1,bryan2@adventure-works.com,344-555-0144,ftRWIIT4oF+if+ddn1ROYXHw6PAooKFX3uALZ0uEU98=,IRNPDIw=,0f507872-3457-4bcc-b201-fa56cb4eac34,2005-08-01 00:00:00
29809,False,Mr.,Kerim,None,Hanif,None,Bike World,adventure-works\shu0,kerim0@adventure-works.com,216-555-0122,d0WSjosAd7Y3XOWjNAkoTClCb50vwPuAawOSI1iosgs=,33g5co8=,d1453537-6387-4312-b6a9-6ff3688b074a,2006-09-01 00:00:00
29810,False,Ms.,Jean,P.,Handley,None,Central Discount Store,adventure-works\david8,jean1@adventure-works.com,582-555-0113,o1GVo3vExeNzo0/ctdRGf2eDK3uzTlcUbr18tN+Slf8=,uMsvfdo=,9a2fc10a-6b58-4b39-8bf9-da3abe5d58fa,2005-09-01 00:00:00
29813,False,Ms.,Katherine,None,Harding,None,Sharp Bikes,adventure-works\josé1,katherine0@adventure-works.com,926-555-0159,uRlorVzDGNJIX9I+ehTlRK+liT4UKRgWhApJgUMC2d4=,jpHKbqE=,7fda6311-55eb-4f2b-adeb-050332bfac56,2005-08-01 00:00:00
29815,False,Mr.,Lucy,None,Harrington,None,Metropolitan Sports Supply,adventure-works\shu0,lucy0@adventure-works.com,828-555-0186,KJqV15wsX3PG8TS5GSddp6LFFVdd3CoRftZM/tP0+R4=,cNFKU4w=,83810b74-5bad-481c-9035-12cd5124f5d5,2006-09-01 00:00:00
29816,False,Mr.,Keith,None,Harris,None,Progressive Sports,adventure-works\david8,keith0@adventure-works.com,170-555-0127,YPdtRdvqeAhj6wyxEsFdshBDNXxkCXn+CRgbvJItknw=,fs1ZGhY=,e10291da-b850-451c-9a22-dd4e1dba22cc,2006-08-01 00:00:00
29818,False,Mr.,Roger,None,Harui,None,Brakes and Gears,adventure-works\linda3,roger0@adventure-works.com,774-555-0133,tkI9EcizphWPzkz7kDwsd2AnKnZJi3/6+V5/fIuXPpo=,sQMfTfM=,a57036d7-1e64-41df-9ff5-da7340a9eac5,2005-08-01 00:00:00
29819,False,Ms.,Ann,T.,Hass,None,The Accessories Store,adventure-works\jillian0,ann2@adventure-works.com,713-555-0168,lykTZ3vUjtqvW669XVLX3Gk9RrV2EBdorSOkebEHyvk=,M7xYGr4=,6980c636-0e9d-41ce-8fbd-3b07afc1a681,2006-08-01 00:00:00
29822,False,Mr.,James,B.,Haugh,Jr.,Family Cycle Store,adventure-works\garrett1,james8@adventure-works.com,763-555-0120,qqWGyjPy74GLpFoYkhe3eQutrmixkWZkZHsl5d0mZpI=,TfeFfy4=,efdb88d8-c3b7-4f83-ac33-1e85ae65d6b9,2006-09-01 00:00:00
29824,False,Ms.,Brenda,F.,Heaney,None,Superb Sales and Repair,adventure-works\garrett1,brenda3@adventure-works.com,393-555-0167,RxykMRRwPRGYqzudPUFD1TKUT1bvgYanY1nsGIvL0Jo=,KnmJUbs=,491a2969-9914-4234-8c1d-9f0349f02c55,2005-07-01 00:00:00
29826,False,Mr.,John,None,Hanson,None,Countryside Company,adventure-works\linda3,john20@adventure-works.com,107-555-0117,2stwPzsfBnHlWJSw7+jrEjtXjaoxVkBMOVsluOUNpog=,zNDLlSI=,2c442176-e8ea-4613-a237-308e90e8a387,2006-10-01 00:00:00
29827,False,Ms.,Valerie,M.,Hendricks,None,First Bike Store,adventure-works\jillian0,valerie0@adventure-works.com,859-555-0140,M5s53K3R8LqDXmLZX8/YZWvhkKuUo3dkpcmAFuw6d8U=,1lkXMps=,e62a4e9f-ff47-419b-9a27-54b849611f87,2005-07-01 00:00:00
29830,False,Mr.,Kari,None,Hensien,None,General Department Stores,adventure-works\garrett1,kari0@adventure-works.com,143-555-0129,9q51LeEZWFDB+L+DtlRs239EjYmK9mN+eUjUvqLToLw=,niDlQYk=,6bb1b29f-7821-4344-ad8f-6d0ea72ff6e4,2005-08-01 00:00:00
29831,False,Ms.,Irene,J.,Hernandez,None,Operational Manufacturing,adventure-works\garrett1,irene0@adventure-works.com,790-555-0197,3A2aNKKLe47G95cy27tMj6HW1ov3nLIR530SWR/vrZ4=,uJ5Exxo=,89a6dc5e-0d18-43ef-b959-232f9599df30,2008-06-01 00:00:00
29832,False,Mr.,Jésus,None,Hernandez,None,Online Bike Warehouse,adventure-works\josé1,jésus0@adventure-works.com,214-555-0145,oQESLWRzzA7xFmx/oeIwJrVckc/0dzUxgBru6ptUjqA=,Y/Ty5LA=,b6cc3146-ffe6-49a6-9d8e-1879ef993bf4,2006-09-01 00:00:00
29834,False,Ms.,Cheryl,M.,Herring,None,Small Bike Shop,adventure-works\shu0,cheryl0@adventure-works.com,158-555-0154,RGd9trE6ku80EeSumu50h1MGol+lmzdeCrME1UBOKCA=,256h+G0=,15a5cc63-89d5-4348-857f-c8eaf4f856c2,2005-09-01 00:00:00
29835,False,Mr.,Ronald,K.,Heymsfield,None,Superior Hardware Distributors,adventure-works\david8,ronald1@adventure-works.com,784-555-0120,BveRxEdkJ/QVGtSMNGrJu9cLHlihVb+wlFzxrHOsSkA=,DmNlCmQ=,1ab8fdbd-5de5-4978-8cba-1f11e9b088d8,2006-08-01 00:00:00
29840,False,Mr.,Andrew,R.,Hill,None,Eastside Parts Shop,adventure-works\josé1,andrew4@adventure-works.com,194-555-0149,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,5dd7f0fd-e9eb-4f47-adfe-e8aa50608c64,2007-09-01 00:00:00
29842,False,Mr.,Mike,None,Hines,None,First Cycle Store,adventure-works\shu0,mike3@adventure-works.com,454-555-0160,gna2fhtLmKi5ZKr50RuPJEI5Vh/osfQgFxhjmQs0XpI=,wt1HllQ=,5d6433e4-a1a5-43eb-9056-78f234c9150e,2005-09-01 00:00:00
29843,False,Mr.,Matthew,None,Hink,None,Running and Cycling Gear,adventure-works\david8,matthew3@adventure-works.com,146-555-0176,q9I0z+PgMdt+yPOfNb1pj69QvJ3r8WuMzirXw4mW4BM=,hDyaJt4=,f2c13e63-ae28-4a72-b011-d6377449ab90,2007-09-01 00:00:00
29847,False,Mr.,David,None,Hodgson,None,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,fdd7d9cb-9a81-40fc-baf6-facde8da4923,2006-09-01 00:00:00
29848,False,Ms.,Helge,None,Hoeing,None,Little Bicycle Supply Shop,adventure-works\jillian0,helge0@adventure-works.com,850-555-0198,hbXMO61Cy3vQxyCiHA7HyFryiQNgK7GAqMxsht+DVBI=,yvAO+sY=,142b9355-5d6b-4e97-9091-9459b32b1f33,2007-08-01 00:00:00
29850,False,Mr.,Bob,None,Hodges,None,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,2790ec9d-da39-4ae2-9ff8-e810a3b61cd5,2007-07-01 00:00:00
29851,False,Ms.,Jean,J.,Holloway,None,Leisure Clearing House,adventure-works\jae0,jean2@adventure-works.com,1 (11) 500 555-0181,Hx2n4MFm10Hr0PL/j104QJK1WuHogx9N0H2U16PqpeM=,v8LsuAE=,7b7381b3-75e4-4017-a79c-07e195ac97cd,2006-08-01 00:00:00
29852,False,Mr.,Eddie,M.,Holmes,None,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=,S111y4k=,e889cc1c-4ca1-4684-97bc-26e65d7ce755,2006-12-01 00:00:00
29853,False,Ms.,Juanita,J.,Holman,None,Affordable Sports Equipment,adventure-works\shu0,juanita0@adventure-works.com,996-555-0196,aJNRDB5SUe0Z3cvfmFqrv/H8fOL9ZoIJhk2iqtM/244=,RvrCF5g=,29804847-b115-4ee5-bf5d-370c178900de,2005-08-01 00:00:00
29854,False,Mr.,Peter,None,Houston,None,Local Sales and Rental,adventure-works\jillian0,peter3@adventure-works.com,632-555-0171,NmON5fxy8YJbaxIrc6lSHicKQ9t/hBGfB1lwcWOr+xc=,Q5WaAeA=,08719008-3f75-4722-a65d-b179b6b1dc15,2007-09-01 00:00:00
29855,False,Mr.,Curtis,P.,Howard,None,Economy Center,adventure-works\josé1,curtis0@adventure-works.com,555-555-0162,mRsptWTaXRgSBaILQ+BYKXl50LdVbLPrHgVQDImm2mc=,e139ONA=,68a5104e-08b0-41e8-92d0-494a00818e1d,2005-08-01 00:00:00
29857,False,Ms.,Janice,K.,Hows,None,Area Sheet Metal Supply,adventure-works\jae0,janice1@adventure-works.com,1 (11) 500 555-0119,vMyt8M0mW0ueXgZQ1RobrccRTzB3IVXOkX5Zy5h5a/A=,Qtn1h+4=,5dcbabcc-3118-4b84-a488-a9fada3a15f1,2006-08-01 00:00:00
29858,False,Mr.,George,M.,Huckaby,None,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,BEq/PlDx4jHq8M8eOxUHo3LyOu4Aetq3bsbr8QlvMuI=,GVMmXow=,44a21c41-bfc8-4551-89ad-344c26966a74,2006-01-01 00:00:00
29859,False,Mr.,Joshua,J.,Huff,None,Rural Sales and Service,adventure-works\jillian0,joshua0@adventure-works.com,190-555-0186,zOvX8kRn4fdhAQJxa8bWrWKsuorYlcuOn6PsgZy7o0c=,HQlRLlk=,b5e28ebd-35ec-4b57-b606-3e05dbca429c,2006-03-01 00:00:00
29860,False,Ms.,Arlene,None,Huff,None,Tubeless Tire Company,adventure-works\jae0,arlene0@adventure-works.com,1 (11) 500 555-0146,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,f9cfd187-277b-410a-939a-3bc608987dc6,2007-08-01 00:00:00
29861,False,Ms.,Phyllis,R.,Huntsman,None,Hardware Components,adventure-works\jillian0,phyllis1@adventure-works.com,153-555-0195,p/kLCLWcvgvL26dkJoqHo4GqZmYGVWCYCrBwbhTLKtY=,gJeczkk=,80633c99-08b5-4672-b4c2-f3c64cecc98f,2005-08-01 00:00:00
29862,False,Mr.,Lawrence,E.,Hurkett,None,Retail Sporting Goods,adventure-works\shu0,lawrence0@adventure-works.com,129-555-0185,2d7alYFBKkadQ4uQc1u70/bdOXfmqCXEr5kCDqYMEc4=,hGtKm+M=,c45cc725-aa9a-46a8-8254-84577705a94f,2006-10-01 00:00:00
29863,False,Mr.,Ryan,None,Ihrig,None,Efficient Cycling,adventure-works\josé1,ryan4@adventure-works.com,809-555-0152,6UfB6OlcKQXLjWHj+yl3Ck3STFhp4YRHN/aojcUvsb0=,HGudpUM=,9a89286e-fc9b-4a12-b2fe-bd1422ca061e,2007-08-01 00:00:00
29864,False,Ms.,Beth,None,Inghram,None,General Industries,adventure-works\josé1,beth0@adventure-works.com,718-555-0152,F+vY3tSf0ZDAiQakfFA7yxIP0M8ljrI5oYD1F1iZt4w=,H5fjp4Y=,7dd63c65-3017-4787-a09e-57efcdb7a1fa,2006-09-01 00:00:00
29865,False,Mr.,Lucio,None,Iallo,None,Highway Bike Shop,adventure-works\shu0,lucio0@adventure-works.com,199-555-0135,YodKwREGttzzQZXSLkjMe6ipm+9hE2yzBmAYNlj3qKM=,7hC00f0=,319fecc0-a652-417f-af3a-4aa99b2ff8dc,2005-08-01 00:00:00
29866,False,Mr.,Richard,L.,Irwin,None,Rental Bikes,adventure-works\jillian0,richard4@adventure-works.com,367-555-0124,h5MoUod8rV39hjm6vrOX+iiVre1Alla8UfBtwIodbOg=,B/Jr1SE=,5f5be7ad-3cd2-481c-93d2-66208b113df8,2005-08-01 00:00:00
29867,False,Mr.,Erik,None,Ismert,None,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,qH31PnQBwyUFQKdjw4bJmkw4mcqJUwRlENuk3bHLNx4=,xAk6xGo=,8f805f22-745b-42ad-8130-ad8a7967b011,2006-07-01 00:00:00
29868,False,Ms.,Denean,J.,Ison,None,Express Bike Services,adventure-works\jae0,denean0@adventure-works.com,1 (11) 500 555-0127,RJeObGR0plv36VFq0yPWZGwFUAeTDIWG4sJppheOSaM=,mZ4Tbi0=,50b31b69-d44a-48a5-9b9b-6939d52b6cca,2007-08-01 00:00:00
29870,False,Mr.,Bronson,R.,Jacobs,None,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,qD4cGE0DTDO7V/k6mu0nvfAt3rfbx4PQyYjp43hn+ik=,rLOroU0=,2b812910-aa99-4ae3-9a79-d39f0c95987a,2008-06-01 00:00:00
29871,False,Mr.,Eric,A.,Jacobsen,None,Vale Riding Supplies,adventure-works\shu0,eric5@adventure-works.com,703-555-0120,KONBZCeYvjn9uAVeRFeN0CzMQcKJjrofhFrGTXAscDI=,3V8BWNc=,aa2d309c-61d0-4ddf-a8e3-725e5763b6ff,2007-07-01 00:00:00
29872,False,Ms.,Jodan,M.,Jacobson,None,A Great Bicycle Company,adventure-works\jillian0,jodan0@adventure-works.com,652-555-0189,PSKz4q56IqL3q9GPJjYwAKKz2sFtFqkN9n9dfiu1q+0=,F/sb/Xc=,d6a9a137-a2d8-4ddf-8490-a54b1112cb39,2005-09-01 00:00:00
29873,False,Ms.,Mary,None,Alexander,None,Certified Bicycle Supply,adventure-works\pamela0,mary7@adventure-works.com,344-555-0133,y0iroPvPC4eEspx+3ldDYTXprGyXnnCpLGd3uXHr/+A=,F1wnUPk=,26edd45c-0d00-48fe-9e65-8ddd0f813acd,2006-09-01 00:00:00
29874,False,Mr.,David,None,Jaffe,None,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,FGdnPYTMqac/OnHuvpZH+gBqo30RCSqFL8kFsXLMOlI=,AnSCCJw=,50c6eb16-1e62-4e5e-bd58-363288eceaea,2007-07-01 00:00:00
29876,False,Ms.,Vance,P.,Johns,None,Leisure Activities,adventure-works\josé1,vance0@adventure-works.com,103-555-0151,SjhcbJpcpaWw4QjUCmjWLcY825LVBVxAVlKUVRGVC/0=,Tb+oJnk=,356088d1-23e5-4d45-86f2-e73d843ca4f5,2006-08-01 00:00:00
29877,False,Ms.,Joyce,None,Jarvis,None,Paints and Solvents Company,adventure-works\shu0,joyce0@adventure-works.com,458-555-0179,HdGP+FhhGf8dYBcwT4pIsPs6mdixGxg1UVN0kMtW2Jk=,XdEyqf4=,c2e1e791-19c2-4e4b-81d1-96b98537fd41,2007-09-01 00:00:00
29879,False,Mr.,Stephen,Yuan,Jiang,None,Bikes for Kids and Adults,adventure-works\josé1,stephen3@adventure-works.com,910-555-0116,SqD2biQr39fo9zJnjNrYH0b9Ww+jQyq4h+t6vSz0/4M=,8fDglPw=,26c5a2aa-e63e-4207-ba56-aa3a6eeca363,2006-07-01 00:00:00
29881,False,Ms.,Danielle,B.,Johnson,None,Home Town Bike Store,adventure-works\garrett1,danielle1@adventure-works.com,356-555-0190,b0w+/GVSsenvVoXksIyrBh+BGRKEIsId9aOsMDCOZi8=,W1IKTDo=,15c9a0f9-c354-4ef3-87f6-a97398114f51,2007-09-01 00:00:00
29883,False,Mr.,Barry,None,Johnson,None,Sample Bike Store,adventure-works\linda3,barry1@adventure-works.com,858-555-0140,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,7814aca5-869e-4df2-b7c9-61b001f90f04,2005-09-01 00:00:00
29884,False,Mr.,Brian,None,Johnson,None,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,TGnRB6vDbV0LZss8tA9iu637/34mcJWkD0Ux4xaza/k=,2t9hMlk=,0ba43373-59d8-4b12-9723-60c6a2bdaf17,2007-03-01 00:00:00
29885,False,Mr.,David,None,Johnson,None,Sure & Reliable Sporting Goods,adventure-works\david8,david18@adventure-works.com,476-555-0139,tw+fIchafvuaOuwyEXmlXbPr9Vt3EILylHlmwfm6Gig=,0fgKxF4=,26c1fa1f-bf3d-40c7-bae0-6dfd2fb3709b,2005-08-01 00:00:00
29889,False,Ms.,Jean,None,Jordan,None,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,207-555-0129,Fz+NYcaaq3h6DqGHlfln+rg8Acm2x1ZGxvEayxBvctA=,RqNfsHY=,cb6b9285-24ee-4795-8a96-499a11746331,2005-07-01 00:00:00
29890,False,Ms.,Peggy,J.,Justice,None,Basic Bike Company,adventure-works\david8,peggy0@adventure-works.com,170-555-0189,C4CbjWP+J+L/5D9jekqIDsijBR8VvJlpu7IxqSE3ckI=,GR7idhc=,d52d3eea-dd3f-499c-9772-87dc5f43c6ae,2005-07-01 00:00:00
29891,False,Ms.,Diane,F.,Krane,None,Fabrikam Inc., West,adventure-works\michael9,diane4@adventure-works.com,224-555-0126,IQvtwGrIwRDX9ZHmv+WXAmqiXokkD7MT/x8ZdSBArjo=,6xHx1mQ=,d4b5cf9d-ee5f-4615-92e0-8574b5dfa705,2006-09-01 00:00:00
29892,False,Ms.,Sandra,T.,Kitt,None,Non-Slip Pedal Company,adventure-works\josé1,sandra2@adventure-works.com,303-555-0117,d8QmW8XwLDvVvz9RYBNkv59Snnfp3tdnQQ/IZ0UEV9U=,FccEr0Q=,916f4d7f-0cea-40fe-8b4c-7c274813b876,2005-08-01 00:00:00
29893,False,Mr.,Sandeep,None,Kaliyath,None,Weekend Bike Tours,adventure-works\shu0,sandeep1@adventure-works.com,495-555-0113,Rrgza3uGhmNF9StSEGpXIJ5moVVsmcjhGDjdCAPyMnc=,ekE0M9I=,4593aed0-75d0-4bcd-9aa0-8f2df04bb8cc,2007-07-01 00:00:00
29895,False,Ms.,Lori,None,Kane,None,General Supplies,adventure-works\josé1,lori2@adventure-works.com,765-555-0141,AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=,s0Fgpmc=,db806b71-4b0c-472b-b77b-f72b8a10f2e5,2006-08-01 00:00:00
29897,False,Ms.,Kay,E.,Krane,None,Racing Toys,adventure-works\shu0,kay0@adventure-works.com,731-555-0187,GEdCYauvHekFxYpM0bYn4e0ipp8SY+vTyO9aqudo25Y=,hvfA+Y0=,91592da3-a8eb-4604-a95c-0ae09d2d31b6,2005-09-01 00:00:00
29898,False,Mr.,Sandeep,None,Katyal,None,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,EAI1ECvxzm9o9MbS8sPVK9QqTkerK/+KO5Wt6escxwY=,7xO2UQE=,2b2b0574-1062-4867-a352-18198b0f271a,2005-07-01 00:00:00
29900,False,Mr.,Victor,A.,Kelley,None,Road Way Sales and Rental,adventure-works\josé1,victor0@adventure-works.com,112-555-0195,Mm7GafEB1oHJXept9uxIAGnsc2jKRzr0UgDRANPqAsI=,j/3FTKs=,b38782b7-6b43-4ca2-9069-5af4359e97b3,2006-12-01 00:00:00
29901,False,Mr.,John,None,Kelly,None,Sturdy Toys,adventure-works\shu0,john22@adventure-works.com,330-555-0116,tYV64ygQjda9WaWGc8CfVwqOiTHscX15aCHq9OPvjkw=,a2bt7rI=,8ce51ee0-13b9-4a4e-9b47-3a02439089a7,2005-08-01 00:00:00
29902,False,Mr.,Robert,None,Kelly,None,Beneficial Exercises and Activities,adventure-works\jillian0,robert7@adventure-works.com,510-555-0123,JM8Jl1msELWEL8AlgkQ/cej3rlO0TFq13PfmQ/bHakM=,OLqP9tg=,723a4c7f-288a-4e05-a895-41f170c44162,2006-09-01 00:00:00
29903,False,Mr.,Kevin,None,Kennedy,None,Fad Outlet,adventure-works\pamela0,kevin4@adventure-works.com,275-555-0179,FI+QpFgzPmmfZMk6bavb0AtoPMvD4CZ/+wGuwYgso3g=,B+59kWs=,7492859b-f990-4993-96fd-861217eb4825,2006-09-01 00:00:00
29904,False,Ms.,Mary,R.,Kesslep,None,Commerce Bicycle Specialists,adventure-works\jae0,mary8@adventure-works.com,1 (11) 500 555-0146,7OO7XsLMZcOhwoxw8KRfz/SjxQ3qCIVQqjRMtpyV/EY=,J1cVbE8=,81464994-524b-4735-a5a7-1e88770ae0b0,2006-08-01 00:00:00
29905,False,Ms.,Elizabeth,None,Keyser,None,Acceptable Sales & Service,adventure-works\josé1,elizabeth2@adventure-works.com,656-555-0173,gD2lOrxAy3p4xvTGUYnECk5ROZd03OslvHCY+XDxQwI=,/P0XMaQ=,b7428672-4b4e-4917-bbe5-80932183e7db,2005-08-01 00:00:00
